Journal Date,Reference Number,Journal Number Prefix,Journal Number Suffix,Notes,Journal Type,Currency,Account,Description,Contact Name,Debit,Credit,Project Name,Status,Exchange Rate
2025-09-02,DIV-2025-09-02,MMW-,10001,"2025-09-02 Dividends - L, TPG",both,USD,Cash - Fidelity Cash Management Account,Dividend - L,,0.40,,,published,
2025-09-02,DIV-2025-09-02,MMW-,10001,"2025-09-02 Dividends - L, TPG",both,USD,Cash - Fidelity Cash Management Account,Dividend - TPG,,7.01,,,published,
2025-09-02,DIV-2025-09-02,MMW-,10001,"2025-09-02 Dividends - L, TPG",both,USD,Income - Ordinary Dividends,"Income - L, TPG",,,7.41,,published,
2025-09-03,DIV-2025-09-03,MMW-,10002,2025-09-03 Dividends - AWK,both,USD,Cash - Fidelity Cash Management Account,Dividend - AWK,,3.51,,,published,
2025-09-03,DIV-2025-09-03,MMW-,10002,2025-09-03 Dividends - AWK,both,USD,Income - Ordinary Dividends,Income - AWK,,,3.51,,published,
2025-09-04,DIV-2025-09-04,MMW-,10003,"2025-09-04 Dividends - JEPI, MUST",both,USD,Cash - Fidelity Cash Management Account,Dividend - MUST,,2.82,,,published,
2025-09-04,DIV-2025-09-04,MMW-,10003,"2025-09-04 Dividends - JEPI, MUST",both,USD,Cash - Fidelity Cash Management Account,Dividend - JEPI,,9.88,,,published,
2025-09-04,DIV-2025-09-04,MMW-,10003,"2025-09-04 Dividends - JEPI, MUST",both,USD,Income - Ordinary Dividends,"Income - JEPI, MUST",,,12.70,,published,
2025-09-08,DIV-2025-09-08,MMW-,10004,2025-09-08 Dividends - TLTW,both,USD,Cash - Fidelity Cash Management Account,Dividend - TLTW,,7.24,,,published,
2025-09-08,DIV-2025-09-08,MMW-,10004,2025-09-08 Dividends - TLTW,both,USD,Income - Ordinary Dividends,Income - TLTW,,,7.24,,published,
2025-09-25,DIV-2025-09-25,MMW-,10005,2025-09-25 Dividends - XYL,both,USD,Cash - Fidelity Cash Management Account,Dividend - XYL,,1.34,,,published,
2025-09-25,DIV-2025-09-25,MMW-,10005,2025-09-25 Dividends - XYL,both,USD,Income - Ordinary Dividends,Income - XYL,,,1.34,,published,
2025-09-26,DIV-2025-09-26,MMW-,10006,2025-09-26 Dividends - SPYI,both,USD,Cash - Fidelity Cash Management Account,Dividend - SPYI,,85.64,,,published,
2025-09-26,DIV-2025-09-26,MMW-,10006,2025-09-26 Dividends - SPYI,both,USD,Income - Ordinary Dividends,Income - SPYI,,,85.64,,published,
2025-09-29,DIV-2025-09-29,MMW-,10007,"2025-09-29 Dividends - QYLD, RYLD, XYLD",both,USD,Cash - Fidelity Cash Management Account,Dividend - QYLD,,34.60,,,published,
2025-09-29,DIV-2025-09-29,MMW-,10007,"2025-09-29 Dividends - QYLD, RYLD, XYLD",both,USD,Cash - Fidelity Cash Management Account,Dividend - RYLD,,33.65,,,published,
2025-09-29,DIV-2025-09-29,MMW-,10007,"2025-09-29 Dividends - QYLD, RYLD, XYLD",both,USD,Cash - Fidelity Cash Management Account,Dividend - XYLD,,19.89,,,published,
2025-09-29,DIV-2025-09-29,MMW-,10007,"2025-09-29 Dividends - QYLD, RYLD, XYLD",both,USD,Income - Ordinary Dividends,"Income - QYLD, RYLD, XYLD",,,88.14,,published,
2025-09-30,DIV-2025-09-30,MMW-,10008,"2025-09-30 Dividends - FDRXX, GWRS, LAND, SPAXX",both,USD,Cash - Fidelity Cash Management Account,Dividend - FDRXX,,33.75,,,published,
2025-09-30,DIV-2025-09-30,MMW-,10008,"2025-09-30 Dividends - FDRXX, GWRS, LAND, SPAXX",both,USD,Cash - Fidelity Cash Management Account,Dividend - SPAXX,,16.72,,,published,
2025-09-30,DIV-2025-09-30,MMW-,10008,"2025-09-30 Dividends - FDRXX, GWRS, LAND, SPAXX",both,USD,Cash - Fidelity Cash Management Account,Dividend - LAND,,2.60,,,published,
2025-09-30,DIV-2025-09-30,MMW-,10008,"2025-09-30 Dividends - FDRXX, GWRS, LAND, SPAXX",both,USD,Cash - Fidelity Cash Management Account,Dividend - GWRS,,0.19,,,published,
2025-09-30,DIV-2025-09-30,MMW-,10008,"2025-09-30 Dividends - FDRXX, GWRS, LAND, SPAXX",both,USD,Income - Ordinary Dividends,"Income - FDRXX, GWRS, LAND, SPAXX",,,53.26,,published,
2025-09-29,PUR-2025-09-29-10003,MMW-,20001,"2025-09-29 Purchase - JEPI, QYLD, SPYI, TLTW, XYLD",both,USD,Global X NASDAQ 100 Covered Call ETF (QYLD),Purchase - QYLD - 0.615 @ ~ $16.91,,10.40,,,published,
2025-09-29,PUR-2025-09-29-10003,MMW-,20001,"2025-09-29 Purchase - JEPI, QYLD, SPYI, TLTW, XYLD",both,USD,Global X NASDAQ 100 Covered Call ETF (QYLD),Purchase - QYLD - 21.000 @ ~ $16.91,,355.18,,,published,
2025-09-29,PUR-2025-09-29-10003,MMW-,20001,"2025-09-29 Purchase - JEPI, QYLD, SPYI, TLTW, XYLD",both,USD,Global X S&P 500 Covered Call ETF (XYLD),Purchase - XYLD - 0.200 @ ~ $39.12,,7.82,,,published,
2025-09-29,PUR-2025-09-29-10003,MMW-,20001,"2025-09-29 Purchase - JEPI, QYLD, SPYI, TLTW, XYLD",both,USD,Global X S&P 500 Covered Call ETF (XYLD),Purchase - XYLD - 31.000 @ ~ $39.12,,1212.57,,,published,
2025-09-29,PUR-2025-09-29-10003,MMW-,20001,"2025-09-29 Purchase - JEPI, QYLD, SPYI, TLTW, XYLD",both,USD,iShares 20+ Year Treasury Bond ETF (TLTW),Purchase - TLTW - 0.223 @ ~ $23.21,,5.18,,,published,
2025-09-29,PUR-2025-09-29-10003,MMW-,20001,"2025-09-29 Purchase - JEPI, QYLD, SPYI, TLTW, XYLD",both,USD,iShares 20+ Year Treasury Bond ETF (TLTW),Purchase - TLTW - 3.000 @ ~ $23.21,,69.64,,,published,
2025-09-29,PUR-2025-09-29-10003,MMW-,20001,"2025-09-29 Purchase - JEPI, QYLD, SPYI, TLTW, XYLD",both,USD,JPMorgan Equity Premium Income ETF (JEPI),Purchase - JEPI - 0.290 @ ~ $56.90,,16.50,,,published,
2025-09-29,PUR-2025-09-29-10003,MMW-,20001,"2025-09-29 Purchase - JEPI, QYLD, SPYI, TLTW, XYLD",both,USD,JPMorgan Equity Premium Income ETF (JEPI),Purchase - JEPI - 10.000 @ ~ $56.90,,568.95,,,published,
2025-09-29,PUR-2025-09-29-10003,MMW-,20001,"2025-09-29 Purchase - JEPI, QYLD, SPYI, TLTW, XYLD",both,USD,Neos S&P 500 High Income ETF (SPYI),Purchase - SPYI - 0.288 @ ~ $52.06,,14.99,,,published,
